feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
Hex3Cer 18:1;O2/18:0;O,Hex3Cer,SP,Hex3Cer 36:1;O3,Hex3Cer 18:1;O2/18:0;O,Hex3Cer 18:1;O2/18:0;O,SN_POSITION,1067.69678,C54H101NO19,36:1;O3,36,1,3,18:1;O2|18:0;O,18|18,1|0,2|1,18:1;O2,d18:1,18,1,2,LCB,18:0;O,18,0,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/18:0;O),Hex3Cer 36:1;O3,
Hex3Cer 18:1;O2/20:0;O,Hex3Cer,SP,Hex3Cer 38:1;O3,Hex3Cer 18:1;O2/20:0;O,Hex3Cer 18:1;O2/20:0;O,SN_POSITION,1095.72808,C56H105NO19,38:1;O3,38,1,3,18:1;O2|20:0;O,18|20,1|0,2|1,18:1;O2,d18:1,18,1,2,LCB,20:0;O,20,0,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/20:0;O),Hex3Cer 38:1;O3,
Hex3Cer 18:1;O2/22:0;O,Hex3Cer,SP,Hex3Cer 40:1;O3,Hex3Cer 18:1;O2/22:0;O,Hex3Cer 18:1;O2/22:0;O,SN_POSITION,1123.75938,C58H109NO19,40:1;O3,40,1,3,18:1;O2|22:0;O,18|22,1|0,2|1,18:1;O2,d18:1,18,1,2,LCB,22:0;O,22,0,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/22:0;O),Hex3Cer 40:1;O3,
Hex3Cer 18:1;O2/24:0;O,Hex3Cer,SP,Hex3Cer 42:1;O3,Hex3Cer 18:1;O2/24:0;O,Hex3Cer 18:1;O2/24:0;O,SN_POSITION,1151.79068,C60H113NO19,42:1;O3,42,1,3,18:1;O2|24:0;O,18|24,1|0,2|1,18:1;O2,d18:1,18,1,2,LCB,24:0;O,24,0,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/24:0;O),Hex3Cer 42:1;O3,
Hex3Cer 18:1;O2/24:1;O,Hex3Cer,SP,Hex3Cer 42:2;O3,Hex3Cer 18:1;O2/24:1;O,Hex3Cer 18:1;O2/24:1;O,SN_POSITION,1149.77503,C60H111NO19,42:2;O3,42,2,3,18:1;O2|24:1;O,18|24,1|1,2|1,18:1;O2,d18:1,18,1,2,LCB,24:1;O,24,1,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/24:1;O),Hex3Cer 42:2;O3,
GM3(d18:1/16:0),GM3,SP,Hex2NeuAcCer 34:1;O2,Hex2NeuAcCer 18:1;O2/16:0,Hex2NeuAcCer 18:1;O2/16:0,SN_POSITION,1152.71316,C57H104N2O21,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2NeuAcCer(d18:1/16:0),Hex2NeuAcCer(d18:1/16:0),
GM3(d18:1/18:0),GM3,SP,Hex2NeuAcCer 36:1;O2,Hex2NeuAcCer 18:1;O2/18:0,Hex2NeuAcCer 18:1;O2/18:0,SN_POSITION,1180.74446,C59H108N2O21,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2NeuAcCer(d18:1/18:0),Hex2NeuAcCer(d18:1/18:0),
GM3(d18:1/20:0),GM3,SP,Hex2NeuAcCer 38:1;O2,Hex2NeuAcCer 18:1;O2/20:0,Hex2NeuAcCer 18:1;O2/20:0,SN_POSITION,1208.77576,C61H112N2O21,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex2NeuAcCer(d18:1/20:0),Hex2NeuAcCer(d18:1/20:0),
GM3(d18:1/22:0),GM3,SP,Hex2NeuAcCer 40:1;O2,Hex2NeuAcCer 18:1;O2/22:0,Hex2NeuAcCer 18:1;O2/22:0,SN_POSITION,1236.80706,C63H116N2O21,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAcCer(d18:1/22:0),Hex2NeuAcCer(d18:1/22:0),
GM3(d18:1/24:0),GM3,SP,Hex2NeuAcCer 42:1;O2,Hex2NeuAcCer 18:1;O2/24:0,Hex2NeuAcCer 18:1;O2/24:0,SN_POSITION,1264.83836,C65H120N2O21,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAcCer(d18:1/24:0),Hex2NeuAcCer(d18:1/24:0),
GM3(d18:1/24:1),GM3,SP,Hex2NeuAcCer 42:2;O2,Hex2NeuAcCer 18:1;O2/24:1,Hex2NeuAcCer 18:1;O2/24:1,SN_POSITION,1262.82271,C65H118N2O21,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAcCer(d18:1/24:1),Hex2NeuAcCer(d18:1/24:1),
GM3(d18:1/26:0),GM3,SP,Hex2NeuAcCer 44:1;O2,Hex2NeuAcCer 18:1;O2/26:0,Hex2NeuAcCer 18:1;O2/26:0,SN_POSITION,1292.86966,C67H124N2O21,44:1;O2,44,1,2,18:1;O2|26:0,18|26,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,26:00:00,26,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with more than 24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAcCer(d18:1/26:0),Hex2NeuAcCer(d18:1/26:0),
GM3(d18:1/26:1),GM3,SP,Hex2NeuAcCer 44:2;O2,Hex2NeuAcCer 18:1;O2/26:1,Hex2NeuAcCer 18:1;O2/26:1,SN_POSITION,1290.85401,C67H122N2O21,44:2;O2,44,2,2,18:1;O2|26:1,18|26,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,26:01:00,26,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with more than 24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAcCer(d18:1/26:1),Hex2NeuAcCer(d18:1/26:1),
GM2(d18:1/18:0),GM2,SP,Hex2HexNAcNeuAcCer 36:1;O2,Hex2HexNAcNeuAcCer 18:1;O2/18:0,Hex2HexNAcNeuAcCer 18:1;O2/18:0,SN_POSITION,1383.82383,C67H121N3O26,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2HexNAcNeuAcCer(d18:1/18:0),Hex2HexNAcNeuAcCer(d18:1/18:0),
GM2(d18:1/20:0),GM2,SP,Hex2HexNAcNeuAcCer 38:1;O2,Hex2HexNAcNeuAcCer 18:1;O2/20:0,Hex2HexNAcNeuAcCer 18:1;O2/20:0,SN_POSITION,1411.85513,C69H125N3O26,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex2HexNAcNeuAcCer(d18:1/20:0),Hex2HexNAcNeuAcCer(d18:1/20:0),
GM2(d18:1/22:0),GM2,SP,Hex2HexNAcNeuAcCer 40:1;O2,Hex2HexNAcNeuAcCer 18:1;O2/22:0,Hex2HexNAcNeuAcCer 18:1;O2/22:0,SN_POSITION,1439.88643,C71H129N3O26,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2HexNAcNeuAcCer(d18:1/22:0),Hex2HexNAcNeuAcCer(d18:1/22:0),
GM2(d18:1/24:0),GM2,SP,Hex2HexNAcNeuAcCer 42:1;O2,Hex2HexNAcNeuAcCer 18:1;O2/24:0,Hex2HexNAcNeuAcCer 18:1;O2/24:0,SN_POSITION,1467.91773,C73H133N3O26,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2HexNAcNeuAcCer(d18:1/24:0),Hex2HexNAcNeuAcCer(d18:1/24:0),
GM2(d18:1/24:1),GM2,SP,Hex2HexNAcNeuAcCer 42:2;O2,Hex2HexNAcNeuAcCer 18:1;O2/24:1,Hex2HexNAcNeuAcCer 18:1;O2/24:1,SN_POSITION,1465.90208,C73H131N3O26,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2HexNAcNeuAcCer(d18:1/24:1),Hex2HexNAcNeuAcCer(d18:1/24:1),
GM1(d18:1/16:0),GM3,SP,Hex3HexNAcNeuAcCer 34:1;O2,Hex3HexNAcNeuAcCer 18:1;O2/16:0,Hex3HexNAcNeuAcCer 18:1;O2/16:0,SN_POSITION,1517.84535,C71H127N3O31,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3HexNAcNeuAcCer(d18:1/16:0),Hex3HexNAcNeuAcCer(d18:1/16:0),
GM1(d18:1/18:0),GM3,SP,Hex3HexNAcNeuAcCer 36:1;O2,Hex3HexNAcNeuAcCer 18:1;O2/18:0,Hex3HexNAcNeuAcCer 18:1;O2/18:0,SN_POSITION,1545.87666,C73H131N3O31,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3HexNAcNeuAcCer(d18:1/18:0),Hex3HexNAcNeuAcCer(d18:1/18:0),
GM1(d18:1/20:0),GM3,SP,Hex3HexNAcNeuAcCer 38:1;O2,Hex3HexNAcNeuAcCer 18:1;O2/20:0,Hex3HexNAcNeuAcCer 18:1;O2/20:0,SN_POSITION,1573.90796,C75H135N3O31,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex3HexNAcNeuAcCer(d18:1/20:0),Hex3HexNAcNeuAcCer(d18:1/20:0),
GM1(d18:1/22:0),GM3,SP,Hex3HexNAcNeuAcCer 40:1;O2,Hex3HexNAcNeuAcCer 18:1;O2/22:0,Hex3HexNAcNeuAcCer 18:1;O2/22:0,SN_POSITION,1601.93926,C77H139N3O31,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3HexNAcNeuAcCer(d18:1/22:0),Hex3HexNAcNeuAcCer(d18:1/22:0),
GM1(d18:1/24:0),GM3,SP,Hex3HexNAcNeuAcCer 42:1;O2,Hex3HexNAcNeuAcCer 18:1;O2/24:0,Hex3HexNAcNeuAcCer 18:1;O2/24:0,SN_POSITION,1629.97056,C79H143N3O31,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3HexNAcNeuAcCer(d18:1/24:0),Hex3HexNAcNeuAcCer(d18:1/24:0),
GM1(d18:1/24:1),GM3,SP,Hex3HexNAcNeuAcCer 42:2;O2,Hex3HexNAcNeuAcCer 18:1;O2/24:1,Hex3HexNAcNeuAcCer 18:1;O2/24:1,SN_POSITION,1627.95491,C79H141N3O31,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3HexNAcNeuAcCer(d18:1/24:1),Hex3HexNAcNeuAcCer(d18:1/24:1),
GD3(d18:1/16:0),GD3,SP,Hex2NeuAc2Cer 34:1;O2,Hex2NeuAc2Cer 18:1;O2/16:0,Hex2NeuAc2Cer 18:1;O2/16:0,SN_POSITION,1443.80858,C68H121N3O29,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2NeuAc2Cer(d18:1/16:0),Hex2NeuAc2Cer(d18:1/16:0),
GD3(d18:1/18:0),GD3,SP,Hex2NeuAc2Cer 36:1;O2,Hex2NeuAc2Cer 18:1;O2/18:0,Hex2NeuAc2Cer 18:1;O2/18:0,SN_POSITION,1471.83988,C70H125N3O29,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2NeuAc2Cer(d18:1/18:0),Hex2NeuAc2Cer(d18:1/18:0),
GD3(d18:1/20:0),GD3,SP,Hex2NeuAc2Cer 38:1;O2,Hex2NeuAc2Cer 18:1;O2/20:0,Hex2NeuAc2Cer 18:1;O2/20:0,SN_POSITION,1499.87118,C72H129N3O29,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex2NeuAc2Cer(d18:1/20:0),Hex2NeuAc2Cer(d18:1/20:0),
GD3(d18:1/22:0),GD3,SP,Hex2NeuAc2Cer 40:1;O2,Hex2NeuAc2Cer 18:1;O2/22:0,Hex2NeuAc2Cer 18:1;O2/22:0,SN_POSITION,1527.90248,C74H133N3O29,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAc2Cer(d18:1/22:0),Hex2NeuAc2Cer(d18:1/22:0),
GD3(d18:1/24:0),GD3,SP,Hex2NeuAc2Cer 42:1;O2,Hex2NeuAc2Cer 18:1;O2/24:0,Hex2NeuAc2Cer 18:1;O2/24:0,SN_POSITION,1555.93378,C76H137N3O29,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAc2Cer(d18:1/24:0),Hex2NeuAc2Cer(d18:1/24:0),
GD3(d18:1/24:1),GD3,SP,Hex2NeuAc2Cer 42:2;O2,Hex2NeuAc2Cer 18:1;O2/24:1,Hex2NeuAc2Cer 18:1;O2/24:1,SN_POSITION,1553.91813,C76H135N3O29,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2NeuAc2Cer(d18:1/24:1),Hex2NeuAc2Cer(d18:1/24:1),
GD2(d18:1/16:0),GD2,SP,Hex2HexNAcNeuAc2Cer 34:1;O2,Hex2HexNAcNeuAc2Cer 18:1;O2/16:0,Hex2HexNAcNeuAc2Cer 18:1;O2/16:0,SN_POSITION,1646.88795,C76H134N4O34,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2HexNAcNeuAc2Cer(d18:1/16:0),Hex2HexNAcNeuAc2Cer(d18:1/16:0),
GD2(d18:1/18:0),GD2,SP,Hex2HexNAcNeuAc2Cer 36:1;O2,Hex2HexNAcNeuAc2Cer 18:1;O2/18:0,Hex2HexNAcNeuAc2Cer 18:1;O2/18:0,SN_POSITION,1674.91925,C78H138N4O34,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Gangliosides [SP0601],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2HexNAcNeuAc2Cer(d18:1/18:0),Hex2HexNAcNeuAc2Cer(d18:1/18:0),
